country;continent;year;lifeExp;pop;gdpPercap
Cameroon;Africa;1977;49,35500;7959865;1783,4328730
Cameroon;Africa;1982;52,96100;9250831;2367,9832820
Cameroon;Africa;1987;54,98500;10780667;2602,6642060
Cameroon;Africa;1992;54,31400;12467171;1793,1632780
Cameroon;Africa;1997;52,19900;14195809;1694,3374690
Cameroon;Africa;2002;49,85600;15929988;1934,0114490
Cameroon;Africa;2007;50,43000;17696293;2042,0952400
Canada;Americas;1950;68,28000;14011422;10581,2655200
Canada;Americas;1951;68,55000;14330675;10932,4667800
Canada;Americas;1952;68,75000;14785584;11367,1611200
Canada;Americas;1953;69,13000;15183375;11586,6145500
Canada;Americas;1954;69,99000;15636245;11173,2595000
Canada;Americas;1955;70,05000;16050356;11901,5094900
Canada;Americas;1956;70,04000;16445087;12555,5494700
Canada;Americas;1957;69,96000;17010154;12489,9500600
Canada;Americas;1958;70,62000;17462004;12384,4101800
Canada;Americas;1959;70,66000;17872034;12590,8003300
Canada;Americas;1960;71,04000;18266765;12701,4831200
Canada;Americas;1961;71,27000;18634977;12817,9221700
Canada;Americas;1962;71,30000;18985849;13462,4855500
Canada;Americas;1963;71,31000;19342841;13882,5626600
Canada;Americas;1964;71,69000;19711053;14510,8993300
Canada;Americas;1965;71,79000;20071104;15198,1100900
Canada;Americas;1966;71,92000;20448496;15884,8362400
Canada;Americas;1967;72,13000;20819767;16076,5880300
Canada;Americas;1968;72,29000;21143100;16658,2132800
Canada;Americas;1969;72,45000;21448073;17286,9932900
Canada;Americas;1970;72,65000;21749986;17487,4571300
Canada;Americas;1971;72,98000;22026400;18229,6427400
Canada;Americas;1972;72,88000;22284500;18970,5708600
Canada;Americas;1973;73,11000;22559500;20081,3071700
Canada;Americas;1974;73,19000;22874700;20613,5916200
Canada;Americas;1975;73,49000;23209200;20775,5050800
Canada;Americas;1976;73,92000;23517500;21626,0855100
Canada;Americas;1977;74,21000;23796400;22090,8830600
Canada;Americas;1978;74,54000;24036300;22754,8273900
Canada;Americas;1979;74,90000;24276900;23465,8267200
Canada;Americas;1980;75,14000;24593300;23473,8969100
Canada;Americas;1981;75,55000;24900000;23904,5256500
Canada;Americas;1982;75,76000;25201900;22898,7921400
Canada;Americas;1983;76,13000;25456300;23329,8045500
Canada;Americas;1984;76,43000;25701800;24431,8488700
Canada;Americas;1985;76,41000;25941600;25514,7852000
Canada;Americas;1986;76,56000;26203800;25921,1670200
Canada;Americas;1987;76,86000;26549700;26626,5150300
Canada;Americas;1988;76,94000;26894800;27562,4145400
Canada;Americas;1989;77,20000;27379300;27729,8959700
Canada;Americas;1990;77,51000;27790600;27387,2739400
Canada;Americas;1991;77,69000;28117600;26491,5956200
Canada;Americas;1992;77,95000;28523502;26342,8842600
Canada;Americas;1993;77,83000;28920644;26590,3993700
Canada;Americas;1994;78,02000;29262472;27543,9081100
Canada;Americas;1995;78,14000;29619002;27969,6729100
Canada;Americas;1996;78,40000;29983162;28074,8364900
Canada;Americas;1997;78,61000;30305843;28954,9258900
Canada;Americas;1998;78,83000;30628924;29837,4580600
Canada;Americas;1999;79,06000;30957019;31154,8564600
Canada;Americas;2000;79,42000;31278097;32448,6076400
Canada;Americas;2001;79,65000;31592805;32570,5664600
Canada;Americas;2002;79,77000;31902268;33328,9650700
Canada;Americas;2003;79,95000;32207113;33635,2543800
Canada;Americas;2004;80,25000;32507874;34346,9655100
Canada;Americas;2005;80,36000;32805041;35078,0000000
Canada;Americas;2007;80,65300;33390141;36319,2350100
Cape Verde;Africa;1952;48,48000;155037;594,7341659
Cape Verde;Africa;1957;50,98000;179516;583,6337743
Cape Verde;Africa;1962;52,98000;209878;695,8088512
Cape Verde;Africa;1967;55,48000;246787;765,8281051
Cape Verde;Africa;1972;57,48000;275392;691,5225913
Cape Verde;Africa;1977;59,98000;285691;667,7823441
Cape Verde;Africa;1982;61,76600;304586;1181,3523080
Cape Verde;Africa;1987;64,07800;330779;1481,0383430
Cape Verde;Africa;1997;68,64600;388383;1902,8324520
Cape Verde;Africa;2002;70,20300;408760;2505,2914230
Cape Verde;Africa;2007;71,67700;423613;3205,4793980
Central African Republic;Africa;1952;35,46300;1291695;1071,3107130
Central African Republic;Africa;1957;37,46400;1392284;1190,8443280
Central African Republic;Africa;1962;39,47500;1523478;1193,0687530
Central African Republic;Africa;1967;41,47800;1733638;1136,0566150
Central African Republic;Africa;1972;43,45700;1927260;1070,0132750
Central African Republic;Africa;1977;46,77500;2167533;1109,3743380
Central African Republic;Africa;1982;48,29500;2476971;956,7529907
Central African Republic;Africa;1987;50,48500;2840009;844,8763504
Central African Republic;Africa;1992;49,39600;3265124;747,9055252
Central African Republic;Africa;1997;46,06600;3696513;740,5063317
Central African Republic;Africa;2002;43,30800;4048013;738,6906068
Central African Republic;Africa;2007;44,74100;4369038;706,0165370
Chad;Africa;1952;38,09200;2682462;1178,6659270
Chad;Africa;1957;39,88100;2894855;1308,4955770
Chad;Africa;1962;41,71600;3150417;1389,8176180
Chad;Africa;1967;43,60100;3495967;1196,8105650
Chad;Africa;1972;45,56900;3899068;1104,1039870
Chad;Africa;1977;47,38300;4388260;1133,9849500
Chad;Africa;1982;49,51700;4875118;797,9081006
Chad;Africa;1987;51,05100;5498955;952,3861290
Chad;Africa;1992;51,72400;6429417;1058,0643000
Chad;Africa;1997;51,57300;7562011;1004,9613530
Chad;Africa;2002;50,52500;8835739;1156,1818600
Chad;Africa;2007;50,65100;10238807;1704,0637240
Chile;Americas;1952;54,74500;6377619;3939,9787890
Chile;Americas;1957;56,07400;7048426;4315,6227230
Chile;Americas;1962;57,92400;7961258;4519,0943310
Chile;Americas;1967;60,52300;8858908;5106,6543130
Chile;Americas;1972;63,44100;9717524;5494,0244370
Chile;Americas;1977;67,05200;10599793;4756,7638360
Chile;Americas;1982;70,56500;11487112;5095,6657380
Chile;Americas;1987;72,49200;12463354;5547,0637540
Chile;Americas;1992;74,12600;13572994;7596,1259640
Chile;Americas;1997;75,81600;14599929;10118,0531800
Chile;Americas;2002;77,86000;15497046;10778,7838500
Chile;Americas;2007;78,55300;16284741;13171,6388500
China;Asia;1952;44,00000;556263527;400,4486110
China;Asia;1953;44,55952;581390000;508,9458694
China;Asia;1954;46,46560;595310000;511,0829177
China;Asia;1955;48,02216;608655000;526,7439603
China;Asia;1956;50,44528;621465000;560,4399495
China;Asia;1957;50,54896;637408000;575,9870009
China;Asia;1958;50,15840;653235000;622,4985891
China;Asia;1959;38,40448;666005000;616,1921861
China;Asia;1960;31,63176;667070000;591,8170473
China;Asia;1961;34,10448;660330000;492,0062811
China;Asia;1962;44,50136;665770000;487,6740183
China;Asia;1963;51,89912;682335000;520,6900172
China;Asia;1964;53,32072;698355000;566,2947915
China;Asia;1965;55,64680;715185000;613,4549871
China;Asia;1966;56,80320;735400000;649,6989604
China;Asia;1967;58,38112;754550000;612,7056934
China;Asia;1968;59,40520;774510000;582,4007710
China;Asia;1969;60,96520;796025000;612,5461009
China;Asia;1970;62,65080;818315000;665,7836557
China;Asia;1971;63,73736;841105000;677,0101471
China;Asia;1972;63,11888;862030000;676,9000921
China;Asia;1973;62,78080;881940000;707,7530136
China;Asia;1974;62,49960;900350000;701,9200607
China;Asia;1975;62,69888;916395000;728,9965913
China;Asia;1976;62,43736;930685000;710,3795745
China;Asia;1977;63,96736;943455000;741,2374699
China;Asia;1978;64,24432;956165000;807,6260315
China;Asia;1979;65,08536;969005000;854,6172386
China;Asia;1980;66,12216;981235000;868,5881137
China;Asia;1981;66,44976;993861000;904,8312600
China;Asia;1982;65,52500;1000281000;962,4213805
China;Asia;1987;67,27400;1084035000;1378,9040180
China;Asia;1992;68,69000;1164970000;1655,7841580
China;Asia;1997;70,42600;1230075000;2289,2341360
China;Asia;2002;72,02800;1280400000;3119,2808960
China;Asia;2007;72,96100;1318683096;4959,1148540
Colombia;Americas;1952;50,64300;12350771;2144,1150960
Colombia;Americas;1957;55,11800;14485993;2323,8055810
Colombia;Americas;1962;57,86300;17009885;2492,3511090
Colombia;Americas;1967;59,96300;19764027;2678,7298390
Colombia;Americas;1972;61,62300;22542890;3264,6600410
Colombia;Americas;1977;63,83700;25094412;3815,8078700
Colombia;Americas;1982;66,65300;27764644;4397,5756590
Colombia;Americas;1987;67,76800;30964245;4903,2191000
Colombia;Americas;1992;68,42100;34202721;5444,6486170
Colombia;Americas;1997;70,31300;37657830;6117,3617460
Colombia;Americas;2002;71,68200;41008227;5755,2599620
Colombia;Americas;2007;72,88900;44227550;7006,5804190
Comoros;Africa;1952;40,71500;153936;1102,9909360
Comoros;Africa;1957;42,46000;170928;1211,1485480
Comoros;Africa;1962;44,46700;191689;1406,6482780
Comoros;Africa;1967;46,47200;217378;1876,0296430
Comoros;Africa;1972;48,94400;250027;1937,5776750
Comoros;Africa;1977;50,93900;304739;1172,6030470
Comoros;Africa;1982;52,93300;348643;1267,1000830
Comoros;Africa;1987;54,92600;395114;1315,9808120
Comoros;Africa;1992;57,93900;454429;1246,9073700
Comoros;Africa;1997;60,66000;527982;1173,6182350
Comoros;Africa;2002;62,97400;614382;1075,8115580
Comoros;Africa;2007;65,15200;710960;986,1478792
Congo, Dem. Rep.;Africa;1952;39,14300;14100005;780,5423257
Congo, Dem. Rep.;Africa;1957;40,65200;15577932;905,8602303
Congo, Dem. Rep.;Africa;1962;42,12200;17486434;896,3146335
Congo, Dem. Rep.;Africa;1967;44,05600;19941073;861,5932424
Congo, Dem. Rep.;Africa;1972;45,98900;23007669;904,8960685
Congo, Dem. Rep.;Africa;1977;47,80400;26480870;795,7572820
Congo, Dem. Rep.;Africa;1982;47,78400;30646495;673,7478181
Congo, Dem. Rep.;Africa;1987;47,41200;35481645;672,7748120
Congo, Dem. Rep.;Africa;1992;45,54800;41672143;457,7191807
Congo, Dem. Rep.;Africa;1997;42,58700;47798986;312,1884230
Congo, Dem. Rep.;Africa;2002;44,96600;55379852;241,1658765
Congo, Dem. Rep.;Africa;2007;46,46200;64606759;277,5518587
Congo, Rep.;Africa;1952;42,11100;854885;2125,6214180
Congo, Rep.;Africa;1957;45,05300;940458;2315,0565720
Congo, Rep.;Africa;1962;48,43500;1047924;2464,7831570
Congo, Rep.;Africa;1967;52,04000;1179760;2677,9396420
Congo, Rep.;Africa;1972;54,90700;1340458;3213,1526830
Congo, Rep.;Africa;1977;55,62500;1536769;3259,1789780
Congo, Rep.;Africa;1982;56,69500;1774735;4879,5075220
Congo, Rep.;Africa;1987;57,47000;2064095;4201,1949370
Congo, Rep.;Africa;1992;56,43300;2409073;4016,2395290
Congo, Rep.;Africa;1997;52,96200;2800947;3484,1643760
Congo, Rep.;Africa;2002;52,97000;3328795;3484,0619700
Congo, Rep.;Africa;2007;55,32200;3800610;3632,5577980
Costa Rica;Americas;1950;55,60000;866982;2439,8215350
Costa Rica;Americas;1952;57,20600;926317;2627,0094710
Costa Rica;Americas;1957;60,02600;1112300;2990,0108020
Costa Rica;Americas;1962;62,84200;1345187;3460,9370250
Costa Rica;Americas;1967;65,42400;1588717;4161,7278340
Costa Rica;Americas;1972;67,84900;1834796;5118,1469390
Costa Rica;Americas;1977;70,75000;2108457;5926,8769670
Costa Rica;Americas;1982;73,45000;2424367;5262,7347510
Costa Rica;Americas;1987;74,75200;2799811;5629,9153180
Costa Rica;Americas;1992;75,71300;3173216;6160,4163170
Costa Rica;Americas;1997;77,26000;3518107;6677,0453140
Costa Rica;Americas;2002;78,12300;3834934;7723,4471950
Costa Rica;Americas;2007;78,78200;4133884;9645,0614200
Cote d'Ivoire;Africa;1952;40,47700;2977019;1388,5947320
Cote d'Ivoire;Africa;1957;42,46900;3300000;1500,8959250
Cote d'Ivoire;Africa;1962;44,93000;3832408;1728,8694280
Cote d'Ivoire;Africa;1967;47,35000;4744870;2052,0504730
Cote d'Ivoire;Africa;1972;49,80100;6071696;2378,2011110
Cote d'Ivoire;Africa;1977;52,37400;7459574;2517,7365470
Cote d'Ivoire;Africa;1982;53,98300;9025951;2602,7101690
Cote d'Ivoire;Africa;1987;54,65500;10761098;2156,9560690
Cote d'Ivoire;Africa;1992;52,04400;12772596;1648,0737910
Cote d'Ivoire;Africa;1997;47,99100;14625967;1786,2654070
Cote d'Ivoire;Africa;2002;46,83200;16252726;1648,8008230
Cote d'Ivoire;Africa;2007;48,32800;18013409;1544,7501120
Croatia;Europe;1952;61,21000;3882229;3119,2365200
Croatia;Europe;1957;64,77000;3991242;4338,2316170
Croatia;Europe;1962;67,13000;4076557;5477,8900180
Croatia;Europe;1967;68,50000;4174366;6960,2978610
Croatia;Europe;1972;69,61000;4225310;9164,0901270
Croatia;Europe;1977;70,64000;4318673;11305,3851700
Croatia;Europe;1982;70,46000;4413368;13221,8218400
Croatia;Europe;1987;71,52000;4484310;13822,5839400
Croatia;Europe;1992;72,52700;4494013;8447,7948730
Croatia;Europe;1997;73,68000;4444595;9875,6045150
Croatia;Europe;2002;74,87600;4481020;11628,3889500
Croatia;Europe;2007;75,74800;4493312;14619,2227200
Cuba;Americas;1950;55,71400;5784797;5180,4362720
Cuba;Americas;1952;59,42100;6007797;5586,5387800
Cuba;Americas;1957;62,32500;6640752;6092,1743590
Cuba;Americas;1962;65,24600;7254373;5180,7559100
Cuba;Americas;1967;68,29000;8139332;5690,2680150
Cuba;Americas;1972;70,72300;8831348;5305,4452560
Cuba;Americas;1977;72,64900;9537988;6380,4949660
Cuba;Americas;1982;73,71700;9789224;7316,9181070
Cuba;Americas;1987;74,17400;10239839;7532,9247630
Cuba;Americas;1992;74,41400;10723260;5592,8439630
Cuba;Americas;1997;76,15100;10983007;5431,9904150
Cuba;Americas;2002;77,15800;11226999;6340,6466830
Cuba;Americas;2007;78,27300;11416987;8948,1029230
Cyprus;Europe;1972;71,41000;626300;7624,5885710
Cyprus;Europe;1977;73,70000;598400;8898,4694770
Cyprus;Europe;1982;75,00000;624300;11663,9381900
Cyprus;Europe;1987;76,13600;659400;14634,9479600
Cyprus;Europe;1992;76,82600;707285;18364,4984500
Cyprus;Europe;1997;77,95000;743728;20409,2289700
Cyprus;Europe;2002;78,95700;767314;23683,6033100
Cyprus;Europe;2007;79,03500;788457;26002,8719700
Czech Republic;Europe;1950;64,43000;8925122;6690,7496480
Czech Republic;Europe;1951;65,25000;9023170;6734,8857190
Czech Republic;Europe;1952;66,87000;9125183;6876,1402500
Czech Republic;Europe;1953;67,56000;9220908;6774,0395870
Czech Republic;Europe;1954;68,05000;9290617;6979,2186900
Czech Republic;Europe;1955;68,97000;9365969;7495,8810590
Czech Republic;Europe;1956;69,37000;9442040;7855,5812570
Czech Republic;Europe;1957;69,03000;9513758;8256,3439180
Czech Republic;Europe;1958;69,94000;9574650;8811,0258870
Czech Republic;Europe;1959;69,92000;9618554;9135,7021910
Czech Republic;Europe;1960;70,46000;9659818;9763,5027730
Czech Republic;Europe;1961;70,64000;9587250;10060,0693900
Czech Republic;Europe;1962;69,90000;9620282;10136,8671300
Czech Republic;Europe;1963;70,42000;9666468;9880,8184690
Czech Republic;Europe;1964;70,58000;9726030;10268,3419100
Czech Republic;Europe;1965;70,27000;9776922;10574,6228000
Czech Republic;Europe;1966;70,49000;9815359;10972,0099600
Czech Republic;Europe;1967;70,38000;9835109;11399,4448900
Czech Republic;Europe;1968;69,94000;9851051;11893,0450000
Czech Republic;Europe;1969;69,44000;9806577;12144,1642500
Czech Republic;Europe;1970;69,53000;9795226;12359,0819800
Czech Republic;Europe;1971;69,77000;9824749;12726,0761300
Czech Republic;Europe;1972;70,29000;9862158;13108,4536000
Czech Republic;Europe;1973;70,13000;9912080;13457,9408500
Czech Republic;Europe;1974;70,21000;9975770;13843,1981900
Czech Republic;Europe;1975;70,55000;10042019;14142,2987700
Czech Republic;Europe;1976;70,66000;10105143;14260,4753600
Czech Republic;Europe;1977;70,71000;10161915;14800,1606200
Czech Republic;Europe;1978;70,78000;10212894;14882,1690800
Czech Republic;Europe;1979;70,89000;10259670;14916,4854400
Czech Republic;Europe;1980;70,42000;10288726;15255,9860000
Czech Republic;Europe;1981;70,86000;10297904;15123,0591000
Czech Republic;Europe;1982;70,96000;10303704;15377,2285500
Czech Republic;Europe;1983;70,73000;10306888;15571,7106500
Czech Republic;Europe;1984;70,99000;10309224;15900,9231100
Czech Republic;Europe;1985;71,20000;10310162;15992,0946900
Czech Republic;Europe;1986;71,13000;10308836;16259,8042700
Czech Republic;Europe;1987;71,58000;10311597;16310,4434000
Czech Republic;Europe;1988;71,78000;10313782;16644,9772300
Czech Republic;Europe;1989;71,83000;10314343;16757,8208500
Czech Republic;Europe;1990;71,49000;10309514;16270,1726100
Czech Republic;Europe;1991;72,03000;10305158;14376,4873500
Czech Republic;Europe;1992;72,40000;10315702;14297,0212200
Czech Republic;Europe;1993;72,92000;10326434;14300,9610500
Czech Republic;Europe;1994;73,13000;10330165;14617,0215500
Czech Republic;Europe;1995;73,26000;10323830;15493,4730800
Czech Republic;Europe;1996;73,90000;10311817;16137,2120000
Czech Republic;Europe;1997;74,01000;10300707;16048,5142400
Czech Republic;Europe;1998;74,63000;10290949;15959,6277700
Czech Republic;Europe;1999;74,81000;10280436;16205,1602400
Czech Republic;Europe;2000;75,06000;10270128;16823,2377500
Czech Republic;Europe;2001;75,39000;10262308;17255,9022800
Czech Republic;Europe;2002;75,51000;10256295;17596,2102200
Czech Republic;Europe;2003;75,46000;10251087;18237,5877500
Czech Republic;Europe;2004;76,01000;10246178;19061,0680900
Czech Republic;Europe;2005;76,22000;10241138;20281,0000000
Czech Republic;Europe;2006;76,78000;10235455;21577,0770200
Czech Republic;Europe;2007;76,48600;10228744;22833,3085100
Denmark;Europe;1950;70,33000;4271000;9675,4774580
Denmark;Europe;1951;70,93000;4303620;9666,2541460
Denmark;Europe;1952;70,78000;4334000;9692,3852450
Denmark;Europe;1953;71,15000;4369280;10161,1054100
Denmark;Europe;1954;71,35000;4406000;10272,2002800
Denmark;Europe;1955;71,92000;4439000;10305,7113300
Denmark;Europe;1956;72,05000;4466471;10366,1900000
Denmark;Europe;1957;71,81000;4487831;11099,6593500
Denmark;Europe;1958;72,24000;4515132;11280,9975700
Denmark;Europe;1959;72,22000;4546636;12036,2003600
Denmark;Europe;1960;72,21000;4581000;12279,6185600
Denmark;Europe;1961;72,47000;4609817;12976,4360200
Denmark;Europe;1962;72,35000;4646899;13583,3135100
Denmark;Europe;1963;72,44000;4683579;13561,4346700
Denmark;Europe;1964;72,52000;4720171;14715,1649800
Denmark;Europe;1965;72,40000;4758100;15263,8657300
Denmark;Europe;1966;72,48000;4797500;15551,5601800
Denmark;Europe;1967;72,96000;4838800;15937,2112300
Denmark;Europe;1968;73,17000;4867300;16494,9524800
Denmark;Europe;1969;73,26000;4890687;17461,7932500
Denmark;Europe;1970;73,38000;4928757;17677,7928800
Denmark;Europe;1971;73,44000;4963126;18023,4337400
Denmark;Europe;1972;73,47000;4991596;18866,2072100
Denmark;Europe;1973;73,71000;5021861;19433,4781000
Denmark;Europe;1974;73,84000;5045297;19162,8452600
Denmark;Europe;1975;74,11000;5059861;18981,5501800
Denmark;Europe;1976;73,78000;5072596;20159,4167400
Denmark;Europe;1977;74,69000;5088419;20422,9015000
Denmark;Europe;1978;74,45000;5104247;20660,1610300
Denmark;Europe;1979;74,27000;5116800;21339,9063500
Denmark;Europe;1980;74,16000;5123027;21219,8508400
Denmark;Europe;1981;74,29000;5121572;21037,0475500
Denmark;Europe;1982;74,63000;5117810;21688,0404800
Denmark;Europe;1983;74,50000;5114297;22249,5304600
Denmark;Europe;1984;74,65000;5111619;23238,5354300
Denmark;Europe;1985;74,52000;5113691;24225,4201000
Denmark;Europe;1986;74,69000;5120534;25074,2573900
Denmark;Europe;1987;74,80000;5127024;25116,1758100
Denmark;Europe;1988;74,89000;5129516;25396,2913200
Denmark;Europe;1989;74,92000;5132593;25447,8570400
Denmark;Europe;1990;74,92000;5140954;25714,1297300
Denmark;Europe;1991;75,29000;5154352;25980,8076100
Denmark;Europe;1992;75,33000;5171393;26406,7398500
Denmark;Europe;1993;75,25000;5188386;26296,6636000
Denmark;Europe;1994;75,51000;5205603;27657,8842500
Denmark;Europe;1995;75,36000;5232612;28358,5235300
Denmark;Europe;1996;75,74000;5262075;28999,0816200
Denmark;Europe;1997;76,11000;5283663;29804,3456700
Denmark;Europe;1998;76,51000;5302767;30338,8280500
Denmark;Europe;1999;76,66000;5320134;31013,0269700
Denmark;Europe;2000;76,90000;5337416;32016,7530100
Denmark;Europe;2001;77,06000;5355826;32134,1062300
Denmark;Europe;2002;77,18000;5374693;32166,5000600
Denmark;Europe;2003;77,78000;5394138;32174,8079700
Denmark;Europe;2004;77,58000;5413392;32737,9109600
Denmark;Europe;2005;78,32000;5432335;33626,0000000
Denmark;Europe;2006;78,32000;5450661;34724,8008500
Denmark;Europe;2007;78,33200;5468120;35278,4187400
Djibouti;Africa;1952;34,81200;63149;2669,5294750
Djibouti;Africa;1957;37,32800;71851;2864,9690760
Djibouti;Africa;1962;39,69300;89898;3020,9892630
Djibouti;Africa;1967;42,07400;127617;3020,0505130
Djibouti;Africa;1972;44,36600;178848;3694,2123520
Djibouti;Africa;1977;46,51900;228694;3081,7610220
Djibouti;Africa;1982;48,81200;305991;2879,4680670
Djibouti;Africa;1987;50,04000;311025;2880,1025680
Djibouti;Africa;1992;51,60400;384156;2377,1561920
Djibouti;Africa;1997;53,15700;417908;1895,0169840
Djibouti;Africa;2002;53,37300;447416;1908,2608670
Djibouti;Africa;2007;54,79100;496374;2082,4815670
Dominican Republic;Americas;1952;45,92800;2491346;1397,7171370
Dominican Republic;Americas;1957;49,82800;2923186;1544,4029950
Dominican Republic;Americas;1962;53,45900;3453434;1662,1373590
Dominican Republic;Americas;1967;56,75100;4049146;1653,7230030
Dominican Republic;Americas;1972;59,63100;4671329;2189,8744990
Dominican Republic;Americas;1977;61,78800;5302800;2681,9889000
Dominican Republic;Americas;1982;63,72700;5968349;2861,0923860
Dominican Republic;Americas;1987;66,04600;6655297;2899,8421750
Dominican Republic;Americas;1992;68,45700;7351181;3044,2142140
Dominican Republic;Americas;1997;69,95700;7992357;3614,1012850
Dominican Republic;Americas;2002;70,84700;8650322;4563,8081540
Dominican Republic;Americas;2007;72,23500;9319622;6025,3747520
Ecuador;Americas;1952;48,35700;3548753;3522,1107170
Ecuador;Americas;1957;51,35600;4058385;3780,5466510
Ecuador;Americas;1962;54,64000;4681707;4086,1140780
Ecuador;Americas;1967;56,67800;5432424;4579,0742150
Ecuador;Americas;1972;58,79600;6298651;5280,9947100
Ecuador;Americas;1977;61,31000;7278866;6679,6232600
Ecuador;Americas;1982;64,34200;8365850;7213,7912670
Ecuador;Americas;1987;67,23100;9545158;6481,7769930
Ecuador;Americas;1992;69,61300;10748394;7103,7025950
Ecuador;Americas;1997;72,31200;11911819;7429,4558770
Ecuador;Americas;2002;74,17300;12921234;5773,0445120
Ecuador;Americas;2007;74,99400;13755680;6873,2623260
Egypt;Africa;1952;41,89300;22223309;1418,8224450
Egypt;Africa;1957;44,44400;25009741;1458,9152720
Egypt;Africa;1962;46,99200;28173309;1693,3358530
Egypt;Africa;1967;49,29300;31681188;1814,8807280
Egypt;Africa;1972;51,13700;34807417;2024,0081470
Egypt;Africa;1977;53,31900;38783863;2785,4935820
Egypt;Africa;1982;56,00600;45681811;3503,7296360
Egypt;Africa;1987;59,79700;52799062;3885,4607100
Egypt;Africa;1992;63,67400;59402198;3794,7551950
Egypt;Africa;1997;67,21700;66134291;4173,1817970
Egypt;Africa;2002;69,80600;73312559;4754,6044140
Egypt;Africa;2007;71,33800;80264543;5581,1809980
El Salvador;Americas;1952;45,26200;2042865;3048,3029000
El Salvador;Americas;1957;48,57000;2355805;3421,5232180
El Salvador;Americas;1962;52,30700;2747687;3776,8036270
El Salvador;Americas;1967;55,85500;3232927;4358,5953930
El Salvador;Americas;1972;58,20700;3790903;4520,2460080
El Salvador;Americas;1977;56,69600;4282586;5138,9223740
El Salvador;Americas;1982;56,60400;4474873;4098,3441750
El Salvador;Americas;1987;63,15400;4842194;4140,4420970
El Salvador;Americas;1992;66,79800;5274649;4444,2317000
El Salvador;Americas;1997;69,53500;5783439;5154,8254960
El Salvador;Americas;2002;70,73400;6353681;5351,5686660
El Salvador;Americas;2007;71,87800;6939688;5728,3535140
Equatorial Guinea;Africa;1952;34,48200;216964;375,6431231
Equatorial Guinea;Africa;1957;35,98300;232922;426,0964081
Equatorial Guinea;Africa;1962;37,48500;249220;582,8419714
Equatorial Guinea;Africa;1967;38,98700;259864;915,5960025
Equatorial Guinea;Africa;1972;40,51600;277603;672,4122571
Equatorial Guinea;Africa;1977;42,02400;192675;958,5668124
Equatorial Guinea;Africa;1982;43,66200;285483;927,8253427
Equatorial Guinea;Africa;1987;45,66400;341244;966,8968149
Equatorial Guinea;Africa;1992;47,54500;387838;1132,0550340
Equatorial Guinea;Africa;1997;48,24500;439971;2814,4807550
Equatorial Guinea;Africa;2002;49,34800;495627;7703,4959000
Equatorial Guinea;Africa;2007;51,57900;551201;12154,0897500
Eritrea;Africa;1952;35,92800;1438760;328,9405571
Eritrea;Africa;1957;38,04700;1542611;344,1618859
Eritrea;Africa;1962;40,15800;1666618;380,9958433
Eritrea;Africa;1967;42,18900;1820319;468,7949699
Eritrea;Africa;1972;44,14200;2260187;514,3242082
Eritrea;Africa;1977;44,53500;2512642;505,7538077
Eritrea;Africa;1982;43,89000;2637297;524,8758493
Eritrea;Africa;1987;46,45300;2915959;521,1341333
Eritrea;Africa;1992;49,99100;3668440;582,8585102
Eritrea;Africa;1997;53,37800;4058319;913,4707900
Eritrea;Africa;2002;55,24000;4414865;765,3500015
Eritrea;Africa;2007;58,04000;4906585;641,3695236
Estonia;Europe;1973;70,70000;1410836;8313,1144030
Estonia;Europe;1990;69,90000;1569322;10389,8193700
Estonia;Europe;1991;69,80000;1559547;9409,4470400
Estonia;Europe;1992;69,14000;1528715;8245,7318350
Estonia;Europe;1993;68,20000;1491426;7733,4826920
Estonia;Europe;1994;66,66000;1467535;7733,6312130
Estonia;Europe;1995;67,72000;1446509;8199,1168630
Estonia;Europe;1996;69,94000;1427827;8680,1837120
Estonia;Europe;1997;70,13000;1413351;9689,8433150
Estonia;Europe;1998;69,72000;1400972;10283,7869200
Estonia;Europe;1999;70,49000;1389756;10356,4152500
Estonia;Europe;2000;70,78000;1379835;11244,4862400
Estonia;Europe;2001;70,65000;1369983;12050,1713900
Estonia;Europe;2002;71,21000;1360122;13011,4387600
Estonia;Europe;2003;71,81000;1350722;13770,1899100
Estonia;Europe;2004;72,29000;1341664;15014,2170100
Estonia;Europe;2005;72,96000;1332893;16654,0000000
Estonia;Europe;2007;71,37000;1315912;19967,4026500
Ethiopia;Africa;1952;34,07800;20860941;362,1462796
Ethiopia;Africa;1957;36,66700;22815614;378,9041632
Ethiopia;Africa;1962;40,05900;25145372;419,4564161
Ethiopia;Africa;1967;42,11500;27860297;516,1186438
Ethiopia;Africa;1972;43,51500;30770372;566,2439442
Ethiopia;Africa;1977;44,51000;34617799;556,8083834
Ethiopia;Africa;1982;44,91600;38111756;577,8607471
Ethiopia;Africa;1987;46,68400;42999530;573,7413142
Ethiopia;Africa;1992;48,09100;52088559;421,3534653
Ethiopia;Africa;1997;49,40200;59861301;515,8894013
Ethiopia;Africa;2002;50,72500;67946797;530,0535319
Ethiopia;Africa;2007;52,94700;76511887;690,8055759
Fiji;Oceania;1962;56,49400;421869;2039,3932770
Fiji;Oceania;1967;58,60700;485000;2170,0732850
Fiji;Oceania;1972;60,64200;544000;2797,7594840
Fiji;Oceania;1977;62,66900;599339;3182,5696000
Fiji;Oceania;1982;64,68300;658906;3209,2574680
Fiji;Oceania;1987;66,62600;719574;2974,8502270
Fiji;Oceania;1992;66,57500;750242;3410,2860400
